PC_ID,PC_SMILES,Alc_ID,Alc_SMILES,Yield
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,1
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,0
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,8
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,3
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,2
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,13
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,88
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,90
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,17
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,56
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,70
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,5
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,0
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,0
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,36
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,61
