PC_ID,PC_SMILES,PC_lSOMO,PC_uSOMO,PC_S1,PC_T1_a,Alc_ID,Alc_SMILES,Alc_HOMO,Alc_LUMO,Alc_BDE,Yield
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,-9.25391688,-5.49172402,4.0934,2.9348,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-8.93854139,0.12353794,110.2839659,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,-9.25391688,-5.49172402,4.0934,2.9348,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,-8.90697663,1.05415414,110.1584658,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,-9.25391688,-5.49172402,4.0934,2.9348,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-8.36030764,0.54884587,110.1647408,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,-9.25391688,-5.49172402,4.0934,2.9348,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,-8.66833616,1.06231744,110.0894409,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,-9.25391688,-5.49172402,4.0934,2.9348,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,-8.23187172,1.04735139,110.4094658,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,-9.25391688,-5.49172402,4.0934,2.9348,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-7.88792468,1.04517451,110.5224158,10
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,-9.25391688,-5.49172402,4.0934,2.9348,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-8.24683777,1.0149703,107.1841159,3
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,-9.25391688,-5.49172402,4.0934,2.9348,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-8.17772183,1.02993635,110.2274909,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,-9.25391688,-5.49172402,4.0934,2.9348,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-7.83976121,1.02803158,110.3090658,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,-9.25391688,-5.49172402,4.0934,2.9348,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,-8.64139727,1.03292956,111.8150659,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,-9.25391688,-5.49172402,4.0934,2.9348,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,-8.12765359,0.32353879,110.1333659,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,-9.25391688,-5.49172402,4.0934,2.9348,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,-8.02670078,0.27891275,110.2902409,0
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,-9.25391688,-5.49172402,4.0934,2.9348,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-7.9864285,1.08381413,109.9953158,1
PC9,O=C1C2=C(C=CC=C2)OC3=CC=CC=C31,-9.25391688,-5.49172402,4.0934,2.9348,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-8.04792536,1.06912019,110.6792909,0
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,-8.31377683,-6.721117,3.4198,2.1715,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-8.93854139,0.12353794,110.2839659,1
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,-8.31377683,-6.721117,3.4198,2.1715,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,-8.90697663,1.05415414,110.1584658,0
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,-8.31377683,-6.721117,3.4198,2.1715,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-8.36030764,0.54884587,110.1647408,0
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,-8.31377683,-6.721117,3.4198,2.1715,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,-8.66833616,1.06231744,110.0894409,0
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,-8.31377683,-6.721117,3.4198,2.1715,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,-8.23187172,1.04735139,110.4094658,6
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,-8.31377683,-6.721117,3.4198,2.1715,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-7.88792468,1.04517451,110.5224158,3
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,-8.31377683,-6.721117,3.4198,2.1715,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-8.24683777,1.0149703,107.1841159,2
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,-8.31377683,-6.721117,3.4198,2.1715,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-8.17772183,1.02993635,110.2274909,1
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,-8.31377683,-6.721117,3.4198,2.1715,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-7.83976121,1.02803158,110.3090658,2
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,-8.31377683,-6.721117,3.4198,2.1715,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,-8.64139727,1.03292956,111.8150659,0
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,-8.31377683,-6.721117,3.4198,2.1715,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,-8.12765359,0.32353879,110.1333659,0
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,-8.31377683,-6.721117,3.4198,2.1715,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,-8.02670078,0.27891275,110.2902409,1
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,-8.31377683,-6.721117,3.4198,2.1715,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-7.9864285,1.08381413,109.9953158,1
PC10,O=C1C2=C(C=CC=C2)C3=C1C=CC=C3,-8.31377683,-6.721117,3.4198,2.1715,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-8.04792536,1.06912019,110.6792909,0
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,-9.07922226,-6.37499308,3.9404,2.4235,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-8.93854139,0.12353794,110.2839659,0
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,-9.07922226,-6.37499308,3.9404,2.4235,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,-8.90697663,1.05415414,110.1584658,3
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,-9.07922226,-6.37499308,3.9404,2.4235,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-8.36030764,0.54884587,110.1647408,1
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,-9.07922226,-6.37499308,3.9404,2.4235,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,-8.66833616,1.06231744,110.0894409,7
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,-9.07922226,-6.37499308,3.9404,2.4235,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,-8.23187172,1.04735139,110.4094658,36
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,-9.07922226,-6.37499308,3.9404,2.4235,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-7.88792468,1.04517451,110.5224158,82
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,-9.07922226,-6.37499308,3.9404,2.4235,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-8.24683777,1.0149703,107.1841159,3
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,-9.07922226,-6.37499308,3.9404,2.4235,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-8.17772183,1.02993635,110.2274909,19
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,-9.07922226,-6.37499308,3.9404,2.4235,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-7.83976121,1.02803158,110.3090658,61
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,-9.07922226,-6.37499308,3.9404,2.4235,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,-8.64139727,1.03292956,111.8150659,2
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,-9.07922226,-6.37499308,3.9404,2.4235,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,-8.12765359,0.32353879,110.1333659,0
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,-9.07922226,-6.37499308,3.9404,2.4235,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,-8.02670078,0.27891275,110.2902409,0
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,-9.07922226,-6.37499308,3.9404,2.4235,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-7.9864285,1.08381413,109.9953158,31
PC11,O=C1C2=C(C=CC=C2)CCC3=C1C=CC=C3,-9.07922226,-6.37499308,3.9404,2.4235,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-8.04792536,1.06912019,110.6792909,36
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,-9.45337351,-5.65743901,4.0142,2.4414,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-8.93854139,0.12353794,110.2839659,1
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,-9.45337351,-5.65743901,4.0142,2.4414,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,-8.90697663,1.05415414,110.1584658,1
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,-9.45337351,-5.65743901,4.0142,2.4414,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-8.36030764,0.54884587,110.1647408,0
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,-9.45337351,-5.65743901,4.0142,2.4414,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,-8.66833616,1.06231744,110.0894409,4
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,-9.45337351,-5.65743901,4.0142,2.4414,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,-8.23187172,1.04735139,110.4094658,40
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,-9.45337351,-5.65743901,4.0142,2.4414,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-7.88792468,1.04517451,110.5224158,72
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,-9.45337351,-5.65743901,4.0142,2.4414,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-8.24683777,1.0149703,107.1841159,7
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,-9.45337351,-5.65743901,4.0142,2.4414,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-8.17772183,1.02993635,110.2274909,3
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,-9.45337351,-5.65743901,4.0142,2.4414,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-7.83976121,1.02803158,110.3090658,43
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,-9.45337351,-5.65743901,4.0142,2.4414,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,-8.64139727,1.03292956,111.8150659,1
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,-9.45337351,-5.65743901,4.0142,2.4414,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,-8.12765359,0.32353879,110.1333659,0
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,-9.45337351,-5.65743901,4.0142,2.4414,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,-8.02670078,0.27891275,110.2902409,0
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,-9.45337351,-5.65743901,4.0142,2.4414,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-7.9864285,1.08381413,109.9953158,36
PC12,O=C(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(OC)C=C2,-9.45337351,-5.65743901,4.0142,2.4414,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-8.04792536,1.06912019,110.6792909,54
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.46479788,-6.29145531,3.9881,2.3854,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-8.93854139,0.12353794,110.2839659,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.46479788,-6.29145531,3.9881,2.3854,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,-8.90697663,1.05415414,110.1584658,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.46479788,-6.29145531,3.9881,2.3854,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-8.36030764,0.54884587,110.1647408,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.46479788,-6.29145531,3.9881,2.3854,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,-8.66833616,1.06231744,110.0894409,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.46479788,-6.29145531,3.9881,2.3854,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,-8.23187172,1.04735139,110.4094658,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.46479788,-6.29145531,3.9881,2.3854,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-7.88792468,1.04517451,110.5224158,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.46479788,-6.29145531,3.9881,2.3854,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-8.24683777,1.0149703,107.1841159,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.46479788,-6.29145531,3.9881,2.3854,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-8.17772183,1.02993635,110.2274909,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.46479788,-6.29145531,3.9881,2.3854,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-7.83976121,1.02803158,110.3090658,1
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.46479788,-6.29145531,3.9881,2.3854,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,-8.64139727,1.03292956,111.8150659,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.46479788,-6.29145531,3.9881,2.3854,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,-8.12765359,0.32353879,110.1333659,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.46479788,-6.29145531,3.9881,2.3854,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,-8.02670078,0.27891275,110.2902409,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.46479788,-6.29145531,3.9881,2.3854,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-7.9864285,1.08381413,109.9953158,0
PC13,O=C(C1=CC(C=CC=C2)=C2C=C1)C3=CC=CC=C3,-8.46479788,-6.29145531,3.9881,2.3854,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-8.04792536,1.06912019,110.6792909,0
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07514061,-6.49063983,3.7556,2.5906,Alc1,OC(CC1=CC=CC=C1)C2=CC=C(C(OC)=O)C=C2,-8.93854139,0.12353794,110.2839659,8
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07514061,-6.49063983,3.7556,2.5906,Alc2,OC(CC1=CC=CC=C1)C2=CC=CC=C2,-8.90697663,1.05415414,110.1584658,3
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07514061,-6.49063983,3.7556,2.5906,Alc3,OC(CC1=CC=CC=C1)C2=CC=C(C3=CC=CC=C3)C=C2,-8.36030764,0.54884587,110.1647408,2
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07514061,-6.49063983,3.7556,2.5906,Alc4,OC(CC1=CC=CC=C1)C2=CC=C(C)C=C2,-8.66833616,1.06231744,110.0894409,13
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07514061,-6.49063983,3.7556,2.5906,Alc5,OC(CC1=CC=CC=C1)C2=CC=C(OC)C=C2,-8.23187172,1.04735139,110.4094658,88
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07514061,-6.49063983,3.7556,2.5906,Alc6,OC(CC1=CC=CC=C1)C2=CC=C(OC)C(OC)=C2,-7.88792468,1.04517451,110.5224158,90
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07514061,-6.49063983,3.7556,2.5906,Alc7,OC(CC1=CC=CC=C1)C2=C(OC)C=CC=C2OC,-8.24683777,1.0149703,107.1841159,17
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07514061,-6.49063983,3.7556,2.5906,Alc8,OC(CC1=CC=CC=C1)(C)C2=CC=C(OC)C=C2,-8.17772183,1.02993635,110.2274909,56
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07514061,-6.49063983,3.7556,2.5906,Alc9,OC(CC1=CC=CC=C1)(C)C2=CC(OC)=C(OC)C=C2,-7.83976121,1.02803158,110.3090658,70
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07514061,-6.49063983,3.7556,2.5906,Alc10,OC(CC1=CC=CC=C1)C2=CC=CS2,-8.64139727,1.03292956,111.8150659,5
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07514061,-6.49063983,3.7556,2.5906,Alc11,OC(CC1=CC=CC=C1)C2=CC=C3C(C=CC=C3)=C2,-8.12765359,0.32353879,110.1333659,0
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07514061,-6.49063983,3.7556,2.5906,Alc12,OC(CC1=CC=CC=C1)C2=C3C(C=CC=C3)=CC=C2,-8.02670078,0.27891275,110.2902409,0
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07514061,-6.49063983,3.7556,2.5906,Alc13,OC(CC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2,-7.9864285,1.08381413,109.9953158,36
PC14,O=C1C2=C(C=CC=C2)[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C51,-9.07514061,-6.49063983,3.7556,2.5906,Alc14,OC(CC1=CC=CC=C1)C2=CC=C3C(OCCO3)=C2,-8.04792536,1.06912019,110.6792909,61
